Model,DPO2004B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.0002,,,,,,,
Sample Interval,3.84025e-07,,,,,,,
Filter Frequency,7e+07,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
-9.299e-04,0.508,0.5,-0.058,-0.062,-8.9407e-11,-0.008,0.018,0.006
-9.296e-04,0.508,0.516,-0.05,-0.042,-8.9407e-11,0.008,0.014,0.03
-9.292e-04,0.508,0.5,-0.054,-0.058,-8.9407e-11,-0.012,0.022,0.01
-9.288e-04,0.508,0.516,-0.05,-0.038,-8.9407e-11,0.012,0.022,0.026
-9.284e-04,0.508,0.5,-0.05,-0.058,-8.9407e-11,-0.012,0.018,0.006
-9.280e-04,0.508,0.508,-0.054,-0.038,-8.9407e-11,0.008,0.018,0.026
-9.276e-04,0.508,0.5,-0.054,-0.058,-8.9407e-11,-0.012,0.018,0.006
-9.273e-04,0.508,0.516,-0.05,-0.042,-8.9407e-11,0.004,0.018,0.026
-9.269e-04,0.5,0.5,-0.05,-0.062,-0.004,-0.012,0.014,0.006
-9.265e-04,0.508,0.516,-0.054,-0.038,-8.9407e-11,0.008,0.018,0.026
-9.261e-04,0.508,0.5,-0.054,-0.058,-8.9407e-11,-0.012,0.01,0.006
-9.257e-04,0.508,0.508,-0.042,-0.038,-8.9407e-11,0.008,0.018,0.026
-9.253e-04,0.508,0.5,-0.05,-0.058,0.004,-0.008,0.018,0.006
-9.250e-04,0.508,0.508,-0.054,-0.038,-0.004,0.008,0.018,0.026
-9.246e-04,0.508,0.5,-0.05,-0.058,-0.004,-0.012,0.014,0.006
-9.242e-04,0.508,0.516,-0.046,-0.042,-0.004,0.008,0.014,0.026
-9.238e-04,0.5,0.5,-0.054,-0.058,-0.004,-0.012,0.018,0.006
-9.234e-04,0.508,0.516,-0.054,-0.038,-8.9407e-11,0.008,0.014,0.026
-9.230e-04,0.508,0.5,-0.042,-0.054,-0.004,-0.012,0.014,0.006
-9.227e-04,0.508,0.516,-0.05,-0.038,-0.008,0.012,0.01,0.026
-9.223e-04,0.5,0.5,-0.05,-0.062,-8.9407e-11,-0.012,0.014,0.006
-9.219e-04,0.508,0.516,-0.046,-0.042,-0.004,0.012,0.014,0.026
-9.215e-04,0.508,0.492,-0.054,-0.066,-0.004,-0.016,0.018,0.002
-9.211e-04,0.508,0.524,-0.05,-0.042,0.004,0.008,0.022,0.03
-9.207e-04,0.508,0.5,-0.046,-0.062,-0.008,-0.016,0.018,0.002
-9.203e-04,0.508,0.516,-0.054,-0.042,-0.004,0.004,0.014,0.022
-9.200e-04,0.508,0.5,-0.058,-0.062,-0.008,-0.016,0.018,0.002
-9.196e-04,0.508,0.516,-0.046,-0.042,-0.004,0.004,0.014,0.022
-9.192e-04,0.5,0.5,-0.054,-0.062,-0.008,-0.016,0.01,0.002
-9.188e-04,0.508,0.516,-0.05,-0.042,-0.008,0.008,0.01,0.022
-9.184e-04,0.508,0.5,-0.05,-0.062,-0.004,-0.012,0.018,0.002
-9.180e-04,0.508,0.516,-0.05,-0.042,-0.004,0.004,0.014,0.022
-9.177e-04,0.508,0.5,-0.046,-0.062,-0.008,-0.012,0.01,0.002
-9.173e-04,0.5,0.516,-0.054,-0.042,-0.004,0.004,0.01,0.022
-9.169e-04,0.508,0.5,-0.054,-0.058,-0.008,-0.016,0.01,0.002
-9.165e-04,0.508,0.516,-0.046,-0.038,-0.004,0.008,0.014,0.022
-9.161e-04,0.508,0.5,-0.046,-0.058,-8.9407e-11,-0.012,0.01,0.002
-9.157e-04,0.508,0.516,-0.05,-0.042,0.004,0.004,0.014,0.022
-9.154e-04,0.508,0.5,-0.05,-0.062,-0.004,-0.016,0.01,0.002
-9.150e-04,0.508,0.516,-0.054,-0.042,-0.008,0.004,0.018,0.022
-9.146e-04,0.508,0.5,-0.054,-0.062,-8.9407e-11,-0.012,0.014,-0.002
-9.142e-04,0.508,0.516,-0.05,-0.042,-0.012,0.004,0.014,0.018
-9.138e-04,0.508,0.5,-0.05,-0.058,-0.008,-0.016,0.014,-0.002
-9.134e-04,0.508,0.516,-0.05,-0.042,-0.008,0.008,0.014,0.022
-9.131e-04,0.508,0.492,-0.05,-0.058,-8.9407e-11,-0.016,0.018,0.002
-9.127e-04,0.508,0.516,-0.05,-0.038,-0.008,0.004,0.01,0.022
-9.123e-04,0.508,0.5,-0.05,-0.062,-0.008,-0.016,0.01,-0.002
-9.119e-04,0.508,0.516,-0.05,-0.038,-8.9407e-11,0.004,0.01,0.018
-9.115e-04,0.508,0.492,-0.054,-0.058,-0.008,-0.02,0.01,-0.002
-9.111e-04,0.5,0.524,-0.054,-0.038,-0.004,0.004,0.014,0.022
-9.107e-04,0.508,0.5,-0.054,-0.058,-0.008,-0.016,0.01,0.002
-9.104e-04,0.508,0.516,-0.054,-0.038,-0.004,0.004,0.01,0.022
-9.100e-04,0.508,0.5,-0.05,-0.058,-0.004,-0.016,0.014,-0.002
-9.096e-04,0.508,0.516,-0.054,-0.038,-8.9407e-11,0.004,0.01,0.022
-9.092e-04,0.516,0.5,-0.046,-0.062,-0.004,-0.016,0.014,-0.002
-9.088e-04,0.508,0.516,-0.05,-0.042,-0.004,0.004,0.014,0.018
-9.084e-04,0.508,0.5,-0.05,-0.062,-0.008,-0.016,0.006,-0.002
-9.081e-04,0.508,0.516,-0.05,-0.042,-8.9407e-11,0.004,0.01,0.018
-9.077e-04,0.508,0.5,-0.054,-0.062,-0.008,-0.016,0.01,-0.002
-9.073e-04,0.508,0.516,-0.05,-0.038,-0.004,0.004,0.014,0.022
-9.069e-04,0.508,0.5,-0.05,-0.058,-8.9407e-11,-0.016,0.002,-0.002
-9.065e-04,0.508,0.516,-0.05,-0.038,-0.008,0.008,0.006,0.018
-9.061e-04,0.508,0.5,-0.05,-0.058,-0.008,-0.012,0.014,0.002
-9.058e-04,0.508,0.516,-0.054,-0.038,-0.004,0.004,0.01,0.022
-9.054e-04,0.508,0.5,-0.054,-0.058,0.004,-0.012,0.018,-0.002
-9.050e-04,0.508,0.516,-0.042,-0.038,-8.9407e-11,0.008,0.014,0.022
-9.046e-04,0.508,0.5,-0.046,-0.058,0.004,-0.012,0.01,-0.002
-9.042e-04,0.508,0.516,-0.046,-0.038,-8.9407e-11,0.008,0.014,0.022
-9.038e-04,0.508,0.5,-0.046,-0.058,-8.9407e-11,-0.012,0.014,-0.002
-9.034e-04,0.508,0.516,-0.046,-0.038,-0.008,0.008,0.01,0.022
-9.031e-04,0.508,0.5,-0.042,-0.058,0.004,-0.016,0.014,0.002
-9.027e-04,0.508,0.516,-0.054,-0.042,0.004,0.008,0.01,0.026
-9.023e-04,0.508,0.5,-0.042,-0.062,-0.008,-0.016,0.014,0.002
-9.019e-04,0.508,0.516,-0.046,-0.042,-0.004,0.004,0.006,0.018
-9.015e-04,0.508,0.492,-0.054,-0.066,-0.008,-0.02,0.01,-0.006
-9.011e-04,0.508,0.524,-0.054,-0.042,-8.9407e-11,0.004,0.01,0.018
-9.008e-04,0.508,0.5,-0.05,-0.062,-0.012,-0.016,0.006,-0.002
-9.004e-04,0.508,0.516,-0.054,-0.042,-0.008,0.004,0.01,0.022
-9.000e-04,0.508,0.5,-0.05,-0.062,-0.008,-0.016,0.006,0.002
-8.996e-04,0.508,0.516,-0.054,-0.038,-0.008,-8.9407e-11,0.014,0.022
-8.992e-04,0.508,0.5,-0.05,-0.058,-0.008,-0.016,0.006,-0.002
-8.988e-04,0.508,0.516,-0.05,-0.042,-0.008,0.004,0.01,0.018
-8.985e-04,0.516,0.5,-0.054,-0.062,-0.008,-0.016,0.006,-0.002
-8.981e-04,0.508,0.516,-0.046,-0.042,-8.9407e-11,0.004,0.014,0.018
-8.977e-04,0.508,0.5,-0.05,-0.062,-0.004,-0.016,0.014,-0.002
-8.973e-04,0.508,0.516,-0.042,-0.038,-0.004,0.004,0.014,0.018
-8.969e-04,0.5,0.5,-0.05,-0.062,-0.008,-0.016,0.01,-0.002
-8.965e-04,0.508,0.516,-0.046,-0.042,-0.012,0.004,0.01,0.018
-8.962e-04,0.508,0.5,-0.058,-0.062,-0.008,-0.016,0.006,-0.002
-8.958e-04,0.508,0.516,-0.054,-0.038,-0.008,0.004,0.01,0.014
-8.954e-04,0.508,0.5,-0.054,-0.062,-8.9407e-11,-0.016,0.01,-0.002
-8.950e-04,0.508,0.516,-0.054,-0.042,-0.012,0.004,0.014,0.018
-8.946e-04,0.508,0.5,-0.054,-0.062,-0.012,-0.016,0.01,-0.006
-8.942e-04,0.508,0.516,-0.054,-0.042,-0.004,0.004,0.006,0.014
-8.938e-04,0.508,0.5,-0.054,-0.062,-0.008,-0.02,0.006,-0.002
-8.935e-04,0.508,0.516,-0.05,-0.042,-0.008,0.004,0.006,0.018
-8.931e-04,0.508,0.492,-0.05,-0.062,-0.004,-0.016,0.01,-0.006
-8.927e-04,0.508,0.516,-0.05,-0.042,-0.004,-8.9407e-11,0.006,0.022
-8.923e-04,0.5,0.5,-0.05,-0.062,-0.004,-0.016,0.01,-0.002
-8.919e-04,0.508,0.516,-0.05,-0.042,-0.012,0.004,0.01,0.014
-8.915e-04,0.508,0.492,-0.046,-0.062,-0.012,-0.02,0.01,-0.01
-8.912e-04,0.5,0.524,-0.046,-0.038,-0.012,0.004,0.006,0.022
-8.908e-04,0.508,0.5,-0.054,-0.058,-0.008,-0.016,0.01,-0.002
-8.904e-04,0.508,0.516,-0.05,-0.038,-0.008,0.004,0.014,0.018
-8.900e-04,0.508,0.5,-0.054,-0.062,-0.004,-0.016,0.01,-0.002
-8.896e-04,0.508,0.516,-0.042,-0.038,-8.9407e-11,0.004,0.01,0.018
-8.892e-04,0.508,0.5,-0.046,-0.062,-0.008,-0.016,0.006,-0.002
-8.889e-04,0.508,0.516,-0.046,-0.038,-0.004,0.008,0.014,0.018
-8.885e-04,0.508,0.5,-0.054,-0.058,-8.9407e-11,-0.016,0.014,-0.002
-8.881e-04,0.508,0.516,-0.046,-0.042,-0.004,0.004,0.002,0.018
-8.877e-04,0.508,0.5,-0.046,-0.058,-0.004,-0.016,0.01,-0.002
-8.873e-04,0.508,0.516,-0.05,-0.042,-0.004,0.004,0.006,0.018
-8.869e-04,0.508,0.5,-0.05,-0.058,-0.008,-0.016,0.014,-0.002
-8.866e-04,0.508,0.516,-0.054,-0.038,-8.9407e-11,0.004,0.006,0.018
-8.862e-04,0.508,0.5,-0.054,-0.058,-0.008,-0.016,0.01,-0.002
-8.858e-04,0.508,0.516,-0.054,-0.042,-0.004,0.004,0.006,0.014
-8.854e-04,0.508,0.5,-0.046,-0.062,-0.008,-0.02,0.006,-0.006
-8.850e-04,0.508,0.516,-0.054,-0.042,-0.012,0.004,0.006,0.014
-8.846e-04,0.508,0.5,-0.05,-0.062,-0.008,-0.016,0.006,-0.006
-8.842e-04,0.508,0.516,-0.05,-0.038,-0.012,-8.9407e-11,0.006,0.014
-8.839e-04,0.508,0.5,-0.046,-0.058,-0.008,-0.02,0.01,-0.006
-8.835e-04,0.508,0.516,-0.054,-0.038,-0.004,0.004,0.01,0.018
-8.831e-04,0.508,0.492,-0.058,-0.058,-0.008,-0.02,0.006,-0.002
-8.827e-04,0.508,0.516,-0.05,-0.042,-0.008,0.004,0.006,0.018
-8.823e-04,0.508,0.5,-0.054,-0.058,-0.004,-0.016,0.006,-0.002
-8.819e-04,0.508,0.516,-0.05,-0.042,-0.004,0.004,0.01,0.018
-8.816e-04,0.508,0.492,-0.054,-0.062,-0.008,-0.024,0.01,-0.018
-8.812e-04,0.508,0.524,-0.046,-0.034,-8.9407e-11,0.008,0.014,0.03
