Model,DPO2004B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.0002,,,,,,,
Sample Interval,3.84025e-07,,,,,,,
Filter Frequency,7e+07,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
-9.303e-04,4.3,4.3,-0.38,-0.46,-8.9407e-10,-0.04,0.26,0.18
-9.299e-04,4.5,4.5,-0.42,-0.38,-8.9407e-10,0.04,0.22,0.26
-9.296e-04,4.5,4.3,-0.42,-0.46,-8.9407e-10,-0.04,0.22,0.18
-9.292e-04,4.5,4.5,-0.42,-0.38,-8.9407e-10,0.04,0.22,0.26
-9.288e-04,4.5,4.3,-0.38,-0.46,-8.9407e-10,-0.04,0.22,0.18
-9.284e-04,4.5,4.5,-0.42,-0.38,-8.9407e-10,0.04,0.22,0.26
-9.280e-04,4.5,4.3,-0.42,-0.46,-8.9407e-10,-0.04,0.22,0.18
-9.276e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.22,0.26
-9.273e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.04,0.22,0.18
-9.269e-04,4.5,4.5,-0.42,-0.38,-8.9407e-10,0.04,0.18,0.26
-9.265e-04,4.5,4.3,-0.42,-0.46,-8.9407e-10,-0.08,0.18,0.14
-9.261e-04,4.3,4.7,-0.42,-0.38,-0.04,-8.9407e-10,0.22,0.22
-9.257e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.22,0.14
-9.253e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.250e-04,4.5,4.3,-0.42,-0.46,-8.9407e-10,-0.08,0.18,0.14
-9.246e-04,4.5,4.5,-0.42,-0.38,-8.9407e-10,-8.9407e-10,0.18,0.22
-9.242e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.238e-04,4.5,4.7,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.234e-04,4.3,4.3,-0.42,-0.46,-8.9407e-10,-0.08,0.22,0.14
-9.230e-04,4.5,4.7,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.227e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.223e-04,4.5,4.7,-0.42,-0.38,-8.9407e-10,-8.9407e-10,0.18,0.22
-9.219e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.215e-04,4.3,4.7,-0.42,-0.38,-8.9407e-10,-8.9407e-10,0.18,0.22
-9.211e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.207e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.203e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.200e-04,4.5,4.7,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.196e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.192e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.188e-04,4.5,4.3,-0.42,-0.46,-8.9407e-10,-0.08,0.18,0.1
-9.184e-04,4.3,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.180e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.177e-04,4.3,4.7,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.22
-9.173e-04,4.3,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.169e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.14,0.22
-9.165e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.18,0.1
-9.161e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.18
-9.157e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.14
-9.154e-04,4.3,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.18
-9.150e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.18,0.1
-9.146e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.18
-9.142e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.18,0.1
-9.138e-04,4.3,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-9.134e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.131e-04,4.3,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.18,0.18
-9.127e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.123e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.14,0.18
-9.119e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.1
-9.115e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-9.111e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-9.107e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-9.104e-04,4.3,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.100e-04,4.3,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-9.096e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-9.092e-04,4.5,4.5,-0.42,-0.38,-0.08,-8.9407e-10,0.14,0.18
-9.088e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.18,0.1
-9.084e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-9.081e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-9.077e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-9.073e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.069e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-9.065e-04,4.3,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-9.061e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-9.058e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-9.054e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-9.050e-04,4.3,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.046e-04,4.5,4.5,-0.42,-0.38,-0.04,-8.9407e-10,0.14,0.18
-9.042e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.038e-04,4.3,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-9.034e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.031e-04,4.5,4.5,-0.38,-0.38,-0.04,-0.04,0.14,0.18
-9.027e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-9.023e-04,4.5,4.7,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-9.019e-04,4.3,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.015e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-9.011e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-9.008e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-9.004e-04,4.5,4.3,-0.46,-0.46,-0.04,-0.08,0.14,0.1
-9.000e-04,4.5,4.5,-0.46,-0.38,-0.04,-0.04,0.14,0.18
-8.996e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-8.992e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-8.988e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-8.985e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-8.981e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-8.977e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.18
-8.973e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.1
-8.969e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.18
-8.965e-04,4.3,4.3,-0.46,-0.46,-0.08,-0.08,0.14,0.1
-8.962e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.958e-04,4.3,4.3,-0.42,-0.46,-0.08,-0.12,0.14,0.06
-8.954e-04,4.5,4.7,-0.46,-0.38,-0.08,-0.04,0.14,0.14
-8.950e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.1,0.1
-8.946e-04,4.3,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.942e-04,4.3,4.3,-0.42,-0.46,-0.08,-0.12,0.14,0.1
-8.938e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.14,0.14
-8.935e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.1
-8.931e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.927e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.1,0.06
-8.923e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.919e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.1,0.1
-8.915e-04,4.5,4.5,-0.46,-0.38,-0.08,-0.04,0.14,0.14
-8.912e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.1,0.06
-8.908e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.904e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.06
-8.900e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.1,0.14
-8.896e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.14,0.06
-8.892e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.1,0.14
-8.889e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.1,0.06
-8.885e-04,4.5,4.5,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.881e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.14,0.06
-8.877e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.873e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.12,0.14,0.06
-8.869e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.866e-04,4.5,4.3,-0.42,-0.46,-0.04,-0.08,0.14,0.06
-8.862e-04,4.5,4.5,-0.42,-0.38,-0.04,-0.04,0.1,0.14
-8.858e-04,4.3,4.3,-0.42,-0.46,-0.08,-0.12,0.1,0.06
-8.854e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.850e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.1,0.06
-8.846e-04,4.3,4.7,-0.42,-0.38,-0.04,-0.04,0.1,0.14
-8.842e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.08,0.14,0.06
-8.839e-04,4.3,4.7,-0.42,-0.38,-0.08,-0.04,0.14,0.14
-8.835e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.14,0.06
-8.831e-04,4.5,4.5,-0.46,-0.38,-0.08,-0.04,0.1,0.14
-8.827e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.1,0.06
-8.823e-04,4.5,4.7,-0.42,-0.38,-0.08,-0.04,0.1,0.14
-8.819e-04,4.5,4.3,-0.42,-0.46,-0.08,-0.12,0.1,0.06
-8.816e-04,4.5,4.5,-0.46,-0.38,-0.08,-0.04,0.1,0.14
