Model,DPO2004B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.0002,,,,,,,
Sample Interval,3.84025e-07,,,,,,,
Filter Frequency,7e+07,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,10,,10,,10,
Vertical Units,V,,V,,V,,V,
Vertical Offset,0,,0,,0,,0,
Vertical Scale,2,,0.5,,0.5,,0.5,
Label,,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect,CH4,CH4 Peak Detect
-9.238e-04,3,2.92,-0.29,-0.31,-0.02,-0.04,0.13,0.11
-9.234e-04,3,3,-0.29,-0.27,-0.02,-4.47035e-10,0.13,0.15
-9.230e-04,3,2.92,-0.29,-0.31,-0.02,-0.04,0.13,0.09
-9.227e-04,3,3.08,-0.27,-0.27,-0.02,-4.47035e-10,0.13,0.15
-9.223e-04,3,2.92,-0.29,-0.31,-0.02,-0.04,0.13,0.09
-9.219e-04,3,3.08,-0.27,-0.27,-0.02,-4.47035e-10,0.11,0.13
-9.215e-04,2.92,2.92,-0.29,-0.31,-0.02,-0.04,0.13,0.09
-9.211e-04,2.92,3.08,-0.31,-0.27,-4.47035e-10,-4.47035e-10,0.13,0.15
-9.207e-04,3,2.92,-0.27,-0.31,-0.02,-0.04,0.11,0.09
-9.203e-04,3,3,-0.27,-0.27,-0.02,-4.47035e-10,0.13,0.13
-9.200e-04,2.92,2.92,-0.29,-0.31,-0.02,-0.04,0.11,0.09
-9.196e-04,3,3,-0.27,-0.27,-0.02,-4.47035e-10,0.11,0.13
-9.192e-04,2.92,2.92,-0.29,-0.31,-0.02,-0.04,0.11,0.09
-9.188e-04,3,3,-0.29,-0.27,-0.02,-4.47035e-10,0.11,0.13
-9.184e-04,2.92,2.92,-0.27,-0.31,-0.02,-0.04,0.11,0.09
-9.180e-04,2.92,3,-0.29,-0.27,-0.02,-4.47035e-10,0.11,0.13
-9.177e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.04,0.11,0.09
-9.173e-04,3,3,-0.27,-0.27,-0.04,-4.47035e-10,0.09,0.13
-9.169e-04,2.92,2.92,-0.29,-0.31,-0.02,-0.04,0.11,0.09
-9.165e-04,2.92,3,-0.29,-0.27,-0.02,-4.47035e-10,0.09,0.13
-9.161e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.11,0.07
-9.157e-04,2.92,3,-0.29,-0.27,-0.02,-4.47035e-10,0.11,0.13
-9.154e-04,2.92,2.92,-0.29,-0.31,-0.02,-0.04,0.09,0.09
-9.150e-04,2.92,3,-0.29,-0.27,-0.04,-4.47035e-10,0.11,0.13
-9.146e-04,2.92,2.92,-0.27,-0.31,-0.02,-0.06,0.11,0.09
-9.142e-04,3,3,-0.29,-0.27,-0.02,-4.47035e-10,0.11,0.13
-9.138e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.11,0.09
-9.134e-04,3,3.08,-0.29,-0.27,-0.04,-4.47035e-10,0.11,0.13
-9.131e-04,2.92,2.92,-0.29,-0.31,-0.02,-0.06,0.09,0.07
-9.127e-04,3,3,-0.29,-0.27,-0.02,-0.02,0.11,0.13
-9.123e-04,3,2.92,-0.29,-0.31,-0.02,-0.06,0.09,0.07
