Model,DPO2004B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.0002,,,,,,,
Sample Interval,3.84025e-07,,,,,,,
Filter Frequency,7e+07,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
-9.303e-04,1.46,1.5,-0.14,-0.132,-1.78814e-10,0.008,0.076,0.076
-9.299e-04,1.46,1.46,-0.14,-0.156,-0.008,-0.016,0.068,0.052
-9.296e-04,1.5,1.5,-0.14,-0.132,-1.78814e-10,0.008,0.068,0.084
-9.292e-04,1.46,1.42,-0.14,-0.148,-1.78814e-10,-0.016,0.068,0.052
-9.288e-04,1.46,1.5,-0.14,-0.124,-0.008,0.008,0.076,0.076
-9.284e-04,1.46,1.46,-0.14,-0.148,-1.78814e-10,-0.016,0.076,0.052
-9.280e-04,1.46,1.5,-0.14,-0.132,-1.78814e-10,0.008,0.068,0.076
-9.276e-04,1.5,1.46,-0.14,-0.148,-0.008,-0.016,0.068,0.052
-9.273e-04,1.5,1.5,-0.14,-0.132,-0.008,0.008,0.068,0.076
-9.269e-04,1.5,1.46,-0.14,-0.148,-1.78814e-10,-0.016,0.068,0.052
-9.265e-04,1.5,1.5,-0.132,-0.132,-0.016,-1.78814e-10,0.068,0.076
-9.261e-04,1.5,1.46,-0.14,-0.148,-0.008,-0.016,0.068,0.052
-9.257e-04,1.46,1.5,-0.14,-0.124,-0.008,-1.78814e-10,0.06,0.076
-9.253e-04,1.5,1.46,-0.148,-0.156,-0.008,-0.024,0.068,0.052
-9.250e-04,1.46,1.5,-0.148,-0.132,-0.008,-1.78814e-10,0.052,0.076
-9.246e-04,1.46,1.46,-0.14,-0.148,-0.008,-0.024,0.06,0.044
-9.242e-04,1.5,1.5,-0.148,-0.132,-0.008,-1.78814e-10,0.068,0.076
-9.238e-04,1.46,1.46,-0.14,-0.148,-0.008,-0.024,0.06,0.052
-9.234e-04,1.5,1.5,-0.14,-0.124,-0.008,-1.78814e-10,0.06,0.068
-9.230e-04,1.5,1.46,-0.132,-0.148,-0.008,-0.024,0.068,0.052
-9.227e-04,1.46,1.5,-0.14,-0.124,-1.78814e-10,-1.78814e-10,0.068,0.076
-9.223e-04,1.5,1.46,-0.14,-0.148,-0.008,-0.016,0.06,0.052
-9.219e-04,1.5,1.5,-0.14,-0.124,-0.008,-1.78814e-10,0.052,0.076
-9.215e-04,1.46,1.46,-0.14,-0.156,-0.016,-0.024,0.06,0.044
-9.211e-04,1.5,1.54,-0.14,-0.132,-0.008,-1.78814e-10,0.06,0.068
-9.207e-04,1.5,1.46,-0.148,-0.156,-0.008,-0.024,0.052,0.044
-9.203e-04,1.5,1.54,-0.14,-0.124,-0.008,-1.78814e-10,0.068,0.068
-9.200e-04,1.5,1.46,-0.14,-0.148,-0.008,-0.024,0.06,0.036
-9.196e-04,1.46,1.5,-0.148,-0.124,-0.016,-0.008,0.052,0.068
-9.192e-04,1.5,1.46,-0.14,-0.156,-0.008,-0.024,0.06,0.044
-9.188e-04,1.46,1.5,-0.14,-0.124,-0.024,-1.78814e-10,0.06,0.068
-9.184e-04,1.5,1.46,-0.14,-0.156,-0.016,-0.024,0.052,0.044
-9.180e-04,1.5,1.5,-0.132,-0.124,-0.016,-1.78814e-10,0.068,0.068
-9.177e-04,1.5,1.46,-0.14,-0.148,-0.016,-0.032,0.06,0.036
-9.173e-04,1.46,1.5,-0.148,-0.132,-0.008,-1.78814e-10,0.06,0.068
-9.169e-04,1.46,1.46,-0.14,-0.156,-0.016,-0.024,0.052,0.036
-9.165e-04,1.46,1.5,-0.14,-0.132,-0.016,-1.78814e-10,0.052,0.068
-9.161e-04,1.5,1.46,-0.14,-0.148,-0.016,-0.032,0.052,0.044
-9.157e-04,1.46,1.5,-0.132,-0.124,-0.024,-0.008,0.052,0.068
-9.154e-04,1.46,1.46,-0.14,-0.148,-0.016,-0.032,0.052,0.044
-9.150e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.044,0.068
-9.146e-04,1.46,1.46,-0.14,-0.156,-0.008,-0.024,0.052,0.036
-9.142e-04,1.46,1.5,-0.14,-0.124,-0.024,-0.008,0.052,0.068
-9.138e-04,1.46,1.46,-0.132,-0.148,-0.016,-0.032,0.052,0.036
-9.134e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.052,0.06
-9.131e-04,1.46,1.46,-0.14,-0.156,-0.016,-0.024,0.052,0.036
-9.127e-04,1.46,1.5,-0.14,-0.124,-0.024,-0.008,0.052,0.06
-9.123e-04,1.46,1.46,-0.14,-0.156,-0.016,-0.032,0.052,0.036
-9.119e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.052,0.06
-9.115e-04,1.46,1.46,-0.148,-0.156,-0.024,-0.032,0.052,0.036
-9.111e-04,1.46,1.5,-0.14,-0.124,-0.016,-0.008,0.052,0.06
-9.107e-04,1.46,1.46,-0.14,-0.148,-0.016,-0.024,0.052,0.036
-9.104e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.044,0.06
-9.100e-04,1.5,1.46,-0.148,-0.148,-0.024,-0.032,0.044,0.036
-9.096e-04,1.5,1.5,-0.148,-0.132,-0.016,-0.008,0.052,0.06
-9.092e-04,1.5,1.46,-0.14,-0.156,-0.016,-0.032,0.044,0.036
-9.088e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.044,0.06
-9.084e-04,1.46,1.46,-0.14,-0.156,-0.016,-0.032,0.044,0.036
-9.081e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.052,0.06
-9.077e-04,1.5,1.46,-0.148,-0.156,-0.024,-0.032,0.044,0.028
-9.073e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.044,0.06
-9.069e-04,1.5,1.46,-0.14,-0.156,-0.016,-0.032,0.052,0.028
-9.065e-04,1.46,1.54,-0.14,-0.132,-0.024,-0.008,0.044,0.052
-9.061e-04,1.46,1.46,-0.14,-0.148,-0.016,-0.032,0.044,0.036
-9.058e-04,1.46,1.5,-0.148,-0.132,-0.016,-0.016,0.044,0.052
-9.054e-04,1.5,1.46,-0.14,-0.148,-0.016,-0.032,0.052,0.036
-9.050e-04,1.46,1.5,-0.14,-0.124,-0.024,-0.008,0.052,0.06
-9.046e-04,1.46,1.46,-0.132,-0.148,-0.016,-0.032,0.052,0.036
-9.042e-04,1.5,1.5,-0.148,-0.132,-0.024,-0.008,0.052,0.06
-9.038e-04,1.46,1.46,-0.148,-0.148,-0.024,-0.032,0.044,0.028
-9.034e-04,1.46,1.5,-0.14,-0.132,-0.024,-0.008,0.044,0.052
-9.031e-04,1.5,1.46,-0.132,-0.148,-0.016,-0.032,0.052,0.028
-9.027e-04,1.46,1.5,-0.14,-0.124,-0.016,-0.008,0.044,0.052
-9.023e-04,1.46,1.46,-0.14,-0.148,-0.024,-0.032,0.052,0.028
-9.019e-04,1.46,1.5,-0.148,-0.124,-0.024,-0.008,0.044,0.052
-9.015e-04,1.5,1.46,-0.14,-0.148,-0.024,-0.032,0.044,0.028
-9.011e-04,1.5,1.5,-0.148,-0.132,-0.016,-0.016,0.044,0.052
-9.008e-04,1.5,1.46,-0.14,-0.148,-0.024,-0.032,0.044,0.028
-9.004e-04,1.5,1.5,-0.14,-0.132,-0.024,-0.008,0.036,0.052
-9.000e-04,1.5,1.46,-0.14,-0.148,-0.016,-0.032,0.052,0.028
-8.996e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.016,0.044,0.052
-8.992e-04,1.46,1.46,-0.14,-0.156,-0.024,-0.032,0.036,0.028
-8.988e-04,1.46,1.54,-0.14,-0.132,-0.024,-0.008,0.044,0.052
-8.985e-04,1.46,1.46,-0.148,-0.156,-0.024,-0.032,0.036,0.02
-8.981e-04,1.46,1.5,-0.14,-0.132,-0.024,-0.008,0.036,0.052
-8.977e-04,1.46,1.46,-0.132,-0.148,-0.016,-0.032,0.036,0.028
-8.973e-04,1.5,1.5,-0.14,-0.124,-0.024,-0.008,0.044,0.052
-8.969e-04,1.5,1.46,-0.132,-0.148,-0.016,-0.032,0.052,0.028
-8.965e-04,1.5,1.5,-0.14,-0.132,-0.016,-0.008,0.044,0.052
-8.962e-04,1.5,1.46,-0.14,-0.148,-0.024,-0.032,0.044,0.028
-8.958e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.008,0.044,0.052
-8.954e-04,1.5,1.46,-0.14,-0.148,-0.016,-0.032,0.044,0.028
-8.950e-04,1.5,1.5,-0.132,-0.124,-0.016,-0.008,0.044,0.052
-8.946e-04,1.46,1.46,-0.14,-0.148,-0.024,-0.032,0.052,0.028
-8.942e-04,1.46,1.5,-0.14,-0.124,-0.016,-0.008,0.052,0.052
-8.938e-04,1.5,1.46,-0.148,-0.148,-0.016,-0.04,0.036,0.028
-8.935e-04,1.46,1.5,-0.14,-0.132,-0.024,-0.008,0.036,0.052
-8.931e-04,1.5,1.46,-0.14,-0.156,-0.024,-0.032,0.044,0.02
-8.927e-04,1.46,1.5,-0.14,-0.132,-0.024,-0.016,0.044,0.052
-8.923e-04,1.5,1.46,-0.132,-0.148,-0.024,-0.032,0.044,0.028
-8.919e-04,1.46,1.54,-0.14,-0.132,-0.024,-0.016,0.044,0.052
-8.915e-04,1.46,1.46,-0.14,-0.156,-0.032,-0.04,0.044,0.028
-8.912e-04,1.5,1.5,-0.14,-0.132,-0.024,-0.008,0.052,0.052
-8.908e-04,1.46,1.42,-0.14,-0.148,-0.024,-0.04,0.036,0.028
-8.904e-04,1.5,1.5,-0.148,-0.124,-0.032,-0.016,0.044,0.052
-8.900e-04,1.5,1.46,-0.14,-0.156,-0.024,-0.04,0.036,0.028
-8.896e-04,1.5,1.5,-0.148,-0.132,-0.024,-0.016,0.044,0.052
-8.892e-04,1.5,1.46,-0.14,-0.156,-0.024,-0.032,0.036,0.02
-8.889e-04,1.46,1.5,-0.14,-0.132,-0.024,-0.016,0.044,0.052
-8.885e-04,1.5,1.46,-0.14,-0.156,-0.016,-0.04,0.044,0.02
-8.881e-04,1.5,1.5,-0.14,-0.132,-0.024,-0.016,0.028,0.052
-8.877e-04,1.46,1.46,-0.148,-0.156,-0.024,-0.04,0.036,0.02
-8.873e-04,1.46,1.5,-0.14,-0.132,-0.016,-0.016,0.036,0.052
-8.869e-04,1.46,1.46,-0.132,-0.156,-0.016,-0.04,0.036,0.02
-8.866e-04,1.46,1.5,-0.14,-0.132,-0.032,-0.016,0.044,0.044
-8.862e-04,1.5,1.46,-0.148,-0.156,-0.024,-0.032,0.028,0.02
-8.858e-04,1.5,1.5,-0.14,-0.132,-0.032,-0.016,0.044,0.044
-8.854e-04,1.5,1.46,-0.14,-0.156,-0.024,-0.032,0.044,0.02
-8.850e-04,1.5,1.5,-0.14,-0.132,-0.024,-0.016,0.036,0.052
-8.846e-04,1.5,1.46,-0.14,-0.148,-0.016,-0.032,0.036,0.02
-8.842e-04,1.5,1.5,-0.14,-0.132,-0.024,-0.016,0.036,0.052
-8.839e-04,1.5,1.46,-0.148,-0.156,-0.024,-0.032,0.036,0.02
-8.835e-04,1.46,1.5,-0.14,-0.132,-0.024,-0.008,0.036,0.044
-8.831e-04,1.46,1.46,-0.14,-0.156,-0.024,-0.04,0.036,0.02
-8.827e-04,1.5,1.54,-0.148,-0.132,-0.032,-0.016,0.028,0.044
-8.823e-04,1.46,1.46,-0.14,-0.156,-0.032,-0.04,0.036,0.02
-8.819e-04,1.46,1.5,-0.14,-0.132,-0.024,-0.016,0.036,0.044
-8.816e-04,1.46,1.42,-0.14,-0.148,-0.016,-0.04,0.036,0.02
-8.812e-04,1.5,1.5,-0.148,-0.132,-0.032,-0.016,0.036,0.044
