




Relative time,Ch1,Ch2
s,V,V
0.033606,-4.9166668,-3.3627453
0.033608,-4.8676472,-3.3578433
0.03361,-4.8431374,-3.3539218
0.033612,-5.0000002,-3.3500002
0.033614,-4.901961,-3.3607845
0.033616,-5.0490198,-3.3627453
0.033618,-5.0441178,-3.3666669
0.03362,-5.0539217,-3.3607845
0.033622,-4.9607845,-3.3392159
0.033624,-5.0735296,-3.3568629
0.033626,-4.9901963,-3.3617649
0.033628,-5.0490198,-3.3558826
0.03363,-5.1176472,-3.3578433
0.033632,-5.0931374,-3.3588237
0.033634,-4.9509806,-3.3421571
0.033636,-4.7892159,-3.3588237
0.033638,-4.7647061,-3.351961
0.03364,-4.6764708,-3.3627453
0.033642,-4.7598041,-3.3637257
0.033644,-4.6862747,-3.3529414
0.033646,-4.6960786,-3.3607845
0.033648,-4.7156864,-3.3598041
0.03365,-4.7401962,-3.3529414
0.033652,-4.7500002,-3.3598041
0.033654,-4.7500002,-3.3588237
0.033656,-4.7352943,-3.3686277
0.033658,-4.7156864,-3.3666669
0.03366,-4.7990198,-3.3529414
0.033662,-4.7794119,-3.3549022
0.033664,-4.7205884,-3.3539218
0.033666,-4.7107845,-3.3500002
0.033668,-4.7058825,-3.3549022
0.03367,-4.7794119,-3.3656865
0.033672,-4.6568629,-3.3647061
0.033674,-4.6617649,-3.3490198
0.033676,-4.7892159,-3.351961
0.033678,-4.7107845,-3.3607845
0.03368,-4.7352943,-3.3549022
0.033682,-4.7941178,-3.3549022
0.033684,-4.7794119,-3.3529414
0.033686,-4.6225492,-3.3480394
0.033688,-4.7598041,-3.351961
0.03369,-4.6960786,-3.3578433
0.033692,-4.7794119,-3.3568629
0.033694,-4.8039217,-3.3441178
0.033696,-4.6960786,-3.3647061
0.033698,-4.7205884,-3.3539218
0.0337,-4.7794119,-3.3607845
0.033702,-4.8382355,-3.3617649
0.033704,-4.7990198,-3.3480394
0.033706,-4.7352943,-3.3558826
0.033708,-4.7843139,-3.3509806
0.03371,-4.769608,-3.3607845
0.033712,-4.7647061,-3.3549022
0.033714,-4.7843139,-3.3529414
0.033716,-4.7892159,-3.3382355
0.033718,-4.7843139,-3.3480394
0.03372,-4.8480394,-3.3549022
0.033722,-4.769608,-3.3529414
0.033724,-4.7500002,-3.3529414
0.033726,-4.7352943,-3.3558826
0.033728,-4.8480394,-3.3588237
0.03373,-4.77451,-3.3480394
0.033732,-4.769608,-3.3480394
0.033734,-4.7794119,-3.3539218
0.033736,-4.77451,-3.3529414
0.033738,-4.7450982,-3.3441178
0.03374,-4.8676472,-3.3509806
0.033742,-4.7647061,-3.3529414
0.033744,-4.9068629,-3.3647061
0.033746,-4.7647061,-3.3539218
0.033748,-4.8039217,-3.3480394
0.03375,-4.8088237,-3.3607845
0.033752,-4.8480394,-3.3558826
0.033754,-4.7401962,-3.3549022
0.033756,-4.8235296,-3.3578433
0.033758,-4.8186276,-3.3568629
0.03376,-4.8284315,-3.3558826
0.033762,-4.6764708,-3.3509806
0.033764,-4.7156864,-3.3598041
0.033766,-4.8774512,-3.3598041
0.033768,-4.8529413,-3.3637257
0.03377,-4.8774512,0.44705885
0.033772,-4.642157,0.43627454
0.033774,-4.5539217,0.42352944
0.033776,-4.7058825,0.40196081
