




Relative time,Ch1,Ch2
s,V,V
0.016741,-6.147059,-3.4686277
0.016742,-6.3308826,-3.4588237
0.016743,-6.5024512,-3.4715688
0.016744,-6.6274512,-3.4558826
0.016745,-7.0490199,-3.4490198
0.016746,-7.8063728,-3.4490198
0.016747,-8.2401964,-3.5441179
0.016748,-8.3039219,-3.447059
0.016749,-7.7181375,-3.4558826
0.01675,-6.901961,-3.4549022
0.016751,-6.7328434,-3.4450982
0.016752,-6.909314,-3.4431375
0.016753,-7.1470591,-3.4411767
0.016754,-7.1887257,-3.4431375
0.016755,-7.2401963,-3.451961
0.016756,-7.3774512,-3.4372551
0.016757,-7.3284316,-3.4382355
0.016758,-7.4313728,-3.4333335
0.016759,-7.4264709,-3.447059
0.01676,-7.4485297,-3.429412
0.016761,-7.4411767,-3.4382355
0.016762,-7.4534316,-3.4274512
0.016763,-7.4191179,-3.4362747
0.016764,-7.536765,-3.4313728
0.016765,-7.5857846,-3.4303924
0.016766,-7.5539218,-3.4264708
0.016767,-7.5612748,-3.4235296
0.016768,-7.5588238,-3.4225492
0.016769,-7.6666669,-3.4254904
0.01677,-7.6348042,-3.4225492
0.016771,-7.5931375,-3.4215688
0.016772,-7.659314,-3.4254904
0.016773,-7.6004905,-3.4166669
0.016774,-7.6985297,0.41666669
0.016775,-7.8186277,0.37058826
0.016776,-7.7181375,0.3647059
0.016777,-7.6740199,0.35098041
0.016778,-7.5490199,0.35196081
0.016779,-7.5588238,0.33725492
0.01678,-7.9436277,0.33235296
0.016781,-8.2965689,0.32254904
0.016782,-8.6078434,0.31764708
0.016783,-8.791667,0.30588237
0.016784,-8.9509807,0.29215688
0.016785,-9.034314,0.29901963
0.016786,-9.0882356,0.29215688
0.016787,-9.0661768,0.28823531
0.016788,-9.161765,0.2901961
0.016789,-9.1568631,0.28823531
0.01679,-9.2132356,0.27352943
0.016791,-9.0539219,0.27843139
0.016792,-8.794118,0.26764707
0.016793,-8.3333336,0.25490198
0.016794,-7.8063728,0.2647059
0.016795,-7.4240199,0.25686276
0.016796,-7.2426473,0.26078433
0.016797,-7.0906865,0.24509805
0.016798,-7.0710787,0.25490198
0.016799,-6.9828434,0.24215688
0.0168,-6.9779414,-4.051961
0.016801,-6.77451,-3.5147061
0.016802,-6.401961,-3.547059
0.016803,-6.1397061,-3.5431375
0.016804,-6.0367649,-3.5382355
0.016805,-6.0514708,-3.5284316
0.016806,-5.9264708,-3.5205884
0.016807,-5.9387257,-3.5186277
0.016808,-5.9191179,-3.5127453
0.016809,-5.9362747,-3.5098041
0.01681,-5.9093139,-3.5029414
0.016811,-5.8161767,-3.4950982
0.016812,-5.9313728,-3.4960786
0.016813,-5.8553924,-3.4901963
0.016814,-5.904412,-3.4862747
0.016815,-5.8235296,-3.4852943
0.016816,-5.89951,-3.4960786
0.016817,-5.901961,-3.4843139
0.016818,-5.8406865,-3.4686277
0.016819,-5.8284316,-3.479412
0.01682,-5.8504904,-3.4735296
0.016821,-5.7573531,-3.4754904
0.016822,-5.8578433,-3.469608
0.016823,-6.031863,-3.4627453
0.016824,-6.1176473,-3.4735296
0.016825,-6.2647061,-3.4598041
0.016826,-6.4142159,-3.4627453
0.016827,-6.5514708,-3.4598041
0.016828,-6.7549022,-3.4568629
0.016829,-6.8725493,-3.4529414
0.01683,-6.9950983,-3.451961
0.016831,-7.1764708,-3.4480394
0.016832,-7.3995101,-3.4500002
0.016833,-7.5808826,-3.4500002
0.016834,-7.6323532,-3.4490198
0.016835,-7.8750003,-3.4450982
0.016836,-7.9779415,-3.4588237
0.016837,-8.159314,-3.4362747
0.016838,-8.3112748,-3.4480394
0.016839,-8.5588238,-3.4352943
0.01684,-8.5906866,-3.4460786
0.016841,-8.786765,-3.4460786
0.016842,-8.7990199,-3.4323531
0.016843,-8.8553925,-3.4421571
0.016844,-8.914216,-3.4372551
0.016845,-9.034314,-3.4401963
0.016846,-9.0098042,-3.4254904
0.016847,-9.1127454,-3.4264708
0.016848,-9.0882356,-3.4254904
0.016849,-9.2205886,-3.4284316
0.01685,-9.2303925,-3.4235296
0.016851,-9.1348042,-3.4382355
0.016852,-9.2598042,-3.4147061
0.016853,-9.2058827,-3.42451
0.016854,-9.2254905,-3.42451
0.016855,-9.2720592,-0.15392158
0.016856,-9.2524513,0.37156865
0.016857,-9.2279415,0.35980394
0.016858,-9.2500003,0.34705884
0.016859,-8.9730395,0.34313728
0.01686,-8.6397062,0.33431375
0.016861,-8.6544121,0.327451
0.016862,-8.8504905,0.31176472
0.016863,-8.909314,0.31960786
0.016864,-9.0000003,0.31274512
0.016865,-9.1323533,0.30686276
0.016866,-9.2475493,0.3019608
0.016867,-9.2205886,0.29313727
0.016868,-9.2524513,0.28823531
0.016869,-9.3063729,0.28431374
0.01687,-9.3431376,0.28039217
0.016871,-9.3872552,0.26862747
0.016872,-9.3921572,0.27156864
0.016873,-9.4411768,0.26176472
0.016874,-9.4044121,0.26666668
0.016875,-9.3921572,0.26862747
0.016876,-9.4264709,0.24901962
0.016877,-9.3750003,0.2519608
0.016878,-8.911765,0.25000001
0.016879,-8.3014709,0.25098041
0.01688,-7.6250003,0.23529413
0.016881,-7.2426473,0.23627452
0.016882,-7.0808826,0.23823531
0.016883,-6.9191179,0.23137256
0.016884,-6.8014708,0.23137256
0.016885,-6.6887257,0.24411766
0.016886,-6.6691179,-3.4784316
0.016887,-6.5147061,-3.5705884
0.016888,-6.3161767,-3.5549022
0.016889,-6.1985296,-3.5549022
0.01689,-6.1838237,-3.5411767
0.016891,-6.1029414,-3.5362747
0.016892,-6.1813728,-3.5392159
0.016893,-6.1348041,-3.5274512
0.016894,-6.0661767,-3.52451
0.016895,-6.0906865,-3.5186277
0.016896,-6.1151963,-3.5127453
0.016897,-6.0784316,-3.5078433
0.016898,-6.0882355,-3.5117649
0.016899,-6.0441179,-3.5156865
0.0169,-6.0514708,-3.4950982
0.016901,-5.9656865,-3.4911767
