
Relative time,Ch1,Ch2
s,V,V
0.018095,-8.4607846,0.22941178
0.018096,-8.3823532,0.23039217
0.018097,-8.1960787,0.23431374
0.018098,-7.9656866,0.21176472
0.018099,-7.9019611,0.21862746
0.0181,-7.8284316,0.22156864
0.018101,-7.8088238,0.21666668
0.018102,-7.7058826,0.21568629
0.018103,-7.6470591,0.20980393
0.018104,-7.7254905,0.20882354
0.018105,-7.661765,0.20294119
0.018106,-7.7696081,0.2019608
0.018107,-7.6862748,0.20882354
0.018108,-7.7254905,0.20392158
0.018109,-7.7990199,-3.2274512
0.01811,-7.6862748,-3.5509806
0.018111,-7.6764709,-3.5460786
0.018112,-7.6078434,-3.5333335
0.018113,-7.6127454,-3.5274512
0.018114,-7.6078434,-3.5205884
0.018115,-7.5784316,-3.5176473
0.018116,-7.5980395,-3.5117649
0.018117,-7.5637258,-3.5147061
0.018118,-7.5196081,-3.5000002
0.018119,-7.6225493,-3.4931375
0.01812,-7.5196081,-3.4911767
0.018121,-7.5882356,-3.4882355
0.018122,-7.4264709,-3.4931375
0.018123,-7.5147061,-3.479412
0.018124,-7.4656865,-3.47451
0.018125,-7.4607846,-3.4735296
0.018126,-7.5196081,-3.4578433
0.018127,-7.4754905,-3.469608
0.018128,-7.406863,-3.4578433
0.018129,-7.5441179,-3.4558826
0.01813,-7.4411767,-3.4509806
0.018131,-7.4852944,-3.4480394
0.018132,-7.5784316,-3.4549022
0.018133,-7.7647062,-3.447059
0.018134,-7.8284316,-3.4441179
0.018135,-7.8235297,-3.4509806
0.018136,-8.1813728,-3.4382355
0.018137,-8.3137258,-3.4460786
0.018138,-8.5196081,-3.4450982
0.018139,-8.7794121,-3.4284316
0.01814,-9.0980395,-3.4372551
0.018141,-9.3480395,-3.4362747
0.018142,-9.6519611,-3.4362747
0.018143,-10.063726,-3.4284316
0.018144,-10.411765,-3.4333335
0.018145,-10.617647,-3.4215688
0.018146,-10.926471,-3.4127453
0.018147,-11.137255,-3.4333335
0.018148,-11.308824,-3.4176473
